LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
32X,32X_74,3589,1,27600,1
32X,32X_74,3588,1,27600,1
32X,32X_74,3641,1,27600,1
32X,32X_74,747,1,27600,1
32X,32X_74,944,1,27600,1
32X,32X_74,3583,1,27600,1
32X,32X_74,403,1,27600,1
32X,32X_74,763,1,27600,1
32X,32X_74,928,1,27600,1
32X,32X_74,3642,1,27600,1
32X,32X_74,588,1,27600,1
32X,32X_74,3574,1,27600,1
32X,32X_76,3621,2,62100,1
32X,32X_76,3620,2,62100,1
32X,32X_76,6087,2,62100,1
32X,32X_76,3619,2,62100,1
32X,32X_76,3618,2,62100,1
32X,32X_76,3616,2,62100,1
32X,32X_76,3615,2,62100,1
32X,32X_76,3612,2,62100,1
32X,32X_76,3610,2,62100,1
32X,32X_76,3599,2,62100,1
32X,32X_76,943,2,62100,1
32X,32X_76,942,2,62100,1
32X,32X_76,941,2,62100,1
32X,32X_76,940,2,62100,1
32X,32X_76,938,2,62100,1
32X,32X_76,914,2,62100,1
32X,32X_76,1749,2,62100,1
32X,32X_76,1747,2,62100,1
32X,32X_76,1741,2,62100,1
32X,32X_76,7659,2,62100,1
32X,32X_76,522,2,62100,1
32X,32X_76,496,2,62100,1
32X,32X_76,7587,2,62100,1
32X,32X_76,7585,2,62100,1
32X,32X_76,7576,2,62100,1
32X,32X_76,790,2,62100,1
32X,32X_76,791,2,62100,1
32X,32X_76,786,2,62100,1
32X,32X_76,909,2,62100,1
32X,32X_76,906,2,62100,1
32X,32X_76,774,2,62100,1
32X,32X_76,773,2,62100,1
32X,32X_76,4952,2,62100,1
32X,32X_76,544,2,62100,1
32X,32X_76,6135,2,62100,1
32X,32X_76,3611,2,62100,1
32X,32X_76,768,2,62100,1
32X,32X_76,3613,2,62100,1
32X,32X_76,546,2,62100,1
32X,32X_76,770,2,62100,1
32X,32X_74,761,1,26100,1
32X,32X_74,4952,1,26100,1
32X,32X_74,763,1,26100,1
32X,32X_74,762,1,26100,1
32X,32X_74,760,1,26100,1
32X,32X_74,759,1,26100,1
32X,32X_74,848,1,26100,1
32X,32X_74,846,1,26100,1
32X,32X_74,842,1,26100,1
32X,32X_74,747,1,26100,1
32X,32X_74,403,1,26100,1
32X,32X_74,333,1,26100,1
32X,32X_74,621,1,26100,1
32X,32X_74,614,1,26100,1
32X,32X_74,1731,1,26100,1
32X,32X_74,1729,1,26100,1
32X,32X_74,590,1,26100,1
32X,32X_74,588,1,26100,1
32X,32X_74,928,1,26100,1
32X,32X_74,949,1,26100,1
32X,32X_74,948,1,26100,1
32X,32X_74,947,1,26100,1
32X,32X_74,944,1,26100,1
32X,32X_74,4465,1,26100,1
32X,32X_74,3598,1,26100,1
32X,32X_74,3609,1,26100,1
32X,32X_74,3608,1,26100,1
32X,32X_74,3606,1,26100,1
32X,32X_74,3605,1,26100,1
32X,32X_74,3589,1,26100,1
32X,32X_74,3588,1,26100,1
32X,32X_74,3585,1,26100,1
32X,32X_74,3584,1,26100,1
32X,32X_74,3583,1,26100,1
32X,32X_74,3643,1,26100,1
32X,32X_74,3641,1,26100,1
32X,32X_74,3574,1,26100,1
32X,32X_74,3640,1,26100,1
32X,32X_74,1738,1,26100,1
32X,32X_74,675,1,26100,1
32X,32X_74,3607,1,26100,1
32X,32X_74,3642,1,26100,1
32X,32X_74,6207,1,26100,1
32X,32X_74,945,1,26100,1
32X,32X_74,3587,1,26100,1
32X,32X_74,3640,1,26100,2
32X,32X_74,3574,1,26100,2
32X,32X_74,3641,1,26100,2
32X,32X_74,3642,1,26100,2
32X,32X_74,3643,1,26100,2
32X,32X_74,3583,1,26100,2
32X,32X_74,3584,1,26100,2
32X,32X_74,3585,1,26100,2
32X,32X_74,3587,1,26100,2
32X,32X_74,3605,1,26100,2
32X,32X_74,3606,1,26100,2
32X,32X_74,3607,1,26100,2
32X,32X_74,3608,1,26100,2
32X,32X_74,3598,1,26100,2
32X,32X_74,944,1,26100,2
32X,32X_74,945,1,26100,2
32X,32X_74,947,1,26100,2
32X,32X_74,948,1,26100,2
32X,32X_74,588,1,26100,2
32X,32X_74,590,1,26100,2
32X,32X_74,1729,1,26100,2
32X,32X_74,1731,1,26100,2
32X,32X_74,1738,1,26100,2
32X,32X_74,614,1,26100,2
32X,32X_74,675,1,26100,2
32X,32X_74,621,1,26100,2
32X,32X_74,6207,1,26100,2
32X,32X_74,403,1,26100,2
32X,32X_74,747,1,26100,2
32X,32X_74,846,1,26100,2
32X,32X_74,848,1,26100,2
32X,32X_74,760,1,26100,2
32X,32X_74,761,1,26100,2
32X,32X_74,762,1,26100,2
32X,32X_74,4952,1,26100,2
32X,32X_74,842,1,26100,2
32X,32X_74,763,1,26100,2
32X,32X_74,3588,1,26100,2
32X,32X_74,4465,1,26100,2
32X,32X_74,3609,1,26100,2
32X,32X_74,949,1,26100,2
32X,32X_74,3589,1,26100,2
32X,32X_74,928,1,26100,2
32X,32X_74,759,1,26100,2
32X,32X_74,3642,1,27600,2
32X,32X_74,3640,1,27600,2
32X,32X_74,3574,1,27600,2
32X,32X_74,3643,1,27600,2
32X,32X_74,3583,1,27600,2
32X,32X_74,3584,1,27600,2
32X,32X_74,3587,1,27600,2
32X,32X_74,3589,1,27600,2
32X,32X_74,3605,1,27600,2
32X,32X_74,3606,1,27600,2
32X,32X_74,3607,1,27600,2
32X,32X_74,3608,1,27600,2
32X,32X_74,3609,1,27600,2
32X,32X_74,3598,1,27600,2
32X,32X_74,4465,1,27600,2
32X,32X_74,944,1,27600,2
32X,32X_74,947,1,27600,2
32X,32X_74,948,1,27600,2
32X,32X_74,928,1,27600,2
32X,32X_74,588,1,27600,2
32X,32X_74,590,1,27600,2
32X,32X_74,1729,1,27600,2
32X,32X_74,1731,1,27600,2
32X,32X_74,1738,1,27600,2
32X,32X_74,614,1,27600,2
32X,32X_74,621,1,27600,2
32X,32X_74,403,1,27600,2
32X,32X_74,6207,1,27600,2
32X,32X_74,842,1,27600,2
32X,32X_74,846,1,27600,2
32X,32X_74,759,1,27600,2
32X,32X_74,760,1,27600,2
32X,32X_74,761,1,27600,2
32X,32X_74,762,1,27600,2
32X,32X_74,763,1,27600,2
32X,32X_74,747,1,27600,2
32X,32X_74,3641,1,27600,2
32X,32X_74,949,1,27600,2
32X,32X_74,3585,1,27600,2
32X,32X_74,848,1,27600,2
32X,32X_74,3588,1,27600,2
32X,32X_74,945,1,27600,2
32X,32X_74,675,1,27600,2
32X,32X_76,7587,2,60300,2
32X,32X_76,496,2,60300,2
32X,32X_76,7490,2,60300,2
32X,32X_76,522,2,60300,2
32X,32X_76,7659,2,60300,2
32X,32X_76,1741,2,60300,2
32X,32X_76,1747,2,60300,2
32X,32X_76,1749,2,60300,2
32X,32X_76,544,2,60300,2
32X,32X_76,546,2,60300,2
32X,32X_76,914,2,60300,2
32X,32X_76,938,2,60300,2
32X,32X_76,940,2,60300,2
32X,32X_76,942,2,60300,2
32X,32X_76,943,2,60300,2
32X,32X_76,3599,2,60300,2
32X,32X_76,3610,2,60300,2
32X,32X_76,3611,2,60300,2
32X,32X_76,6135,2,60300,2
32X,32X_76,3612,2,60300,2
32X,32X_76,3613,2,60300,2
32X,32X_76,3615,2,60300,2
32X,32X_76,3616,2,60300,2
32X,32X_76,3618,2,60300,2
32X,32X_76,6087,2,60300,2
32X,32X_76,3620,2,60300,2
32X,32X_76,3621,2,60300,2
32X,32X_76,3622,2,60300,2
32X,32X_76,4387,2,60300,2
32X,32X_76,3634,2,60300,2
32X,32X_76,3635,2,60300,2
32X,32X_76,3636,2,60300,2
32X,32X_76,4952,2,60300,2
32X,32X_76,768,2,60300,2
32X,32X_76,773,2,60300,2
32X,32X_76,774,2,60300,2
32X,32X_76,906,2,60300,2
32X,32X_76,909,2,60300,2
32X,32X_76,790,2,60300,2
32X,32X_76,7576,2,60300,2
32X,32X_76,7585,2,60300,2
32X,32X_76,3619,2,60300,2
32X,32X_76,791,2,60300,2
32X,32X_76,770,2,60300,2
32X,32X_76,941,2,60300,2
32X,32X_76,3623,2,60300,2
32X,32X_76,786,2,60300,2
32X,32X_76,496,2,62100,2
32X,32X_76,522,2,62100,2
32X,32X_76,7659,2,62100,2
32X,32X_76,1747,2,62100,2
32X,32X_76,1749,2,62100,2
32X,32X_76,544,2,62100,2
32X,32X_76,914,2,62100,2
32X,32X_76,940,2,62100,2
32X,32X_76,942,2,62100,2
32X,32X_76,943,2,62100,2
32X,32X_76,3599,2,62100,2
32X,32X_76,3611,2,62100,2
32X,32X_76,6135,2,62100,2
32X,32X_76,3613,2,62100,2
32X,32X_76,3615,2,62100,2
32X,32X_76,3616,2,62100,2
32X,32X_76,3618,2,62100,2
32X,32X_76,6087,2,62100,2
32X,32X_76,3620,2,62100,2
32X,32X_76,3621,2,62100,2
32X,32X_76,3622,2,62100,2
32X,32X_76,3623,2,62100,2
32X,32X_76,4387,2,62100,2
32X,32X_76,3634,2,62100,2
32X,32X_76,4952,2,62100,2
32X,32X_76,770,2,62100,2
32X,32X_76,773,2,62100,2
32X,32X_76,774,2,62100,2
32X,32X_76,906,2,62100,2
32X,32X_76,909,2,62100,2
32X,32X_76,786,2,62100,2
32X,32X_76,791,2,62100,2
32X,32X_76,7576,2,62100,2
32X,32X_76,7585,2,62100,2
32X,32X_76,768,2,62100,2
32X,32X_76,546,2,62100,2
32X,32X_76,941,2,62100,2
32X,32X_76,790,2,62100,2
32X,32X_76,7587,2,62100,2
32X,32X_76,1741,2,62100,2
32X,32X_76,938,2,62100,2
32X,32X_76,3610,2,62100,2
32X,32X_76,3612,2,62100,2
32X,32X_76,3619,2,62100,2
32X,32X_74,944,1,26100,3
32X,32X_74,945,1,26100,3
32X,32X_74,947,1,26100,3
32X,32X_74,949,1,26100,3
32X,32X_74,928,1,26100,3
32X,32X_74,588,1,26100,3
32X,32X_74,590,1,26100,3
32X,32X_74,1729,1,26100,3
32X,32X_74,1731,1,26100,3
32X,32X_74,614,1,26100,3
32X,32X_74,621,1,26100,3
32X,32X_74,3640,1,26100,3
32X,32X_74,3574,1,26100,3
32X,32X_74,3641,1,26100,3
32X,32X_74,3642,1,26100,3
32X,32X_74,3643,1,26100,3
32X,32X_74,3583,1,26100,3
32X,32X_74,3585,1,26100,3
32X,32X_74,3587,1,26100,3
32X,32X_74,3588,1,26100,3
32X,32X_74,3589,1,26100,3
32X,32X_74,3605,1,26100,3
32X,32X_74,3606,1,26100,3
32X,32X_74,3607,1,26100,3
32X,32X_74,3609,1,26100,3
32X,32X_74,3598,1,26100,3
32X,32X_74,4465,1,26100,3
32X,32X_74,6207,1,26100,3
32X,32X_74,403,1,26100,3
32X,32X_74,747,1,26100,3
32X,32X_74,842,1,26100,3
32X,32X_74,759,1,26100,3
32X,32X_74,760,1,26100,3
32X,32X_74,761,1,26100,3
32X,32X_74,762,1,26100,3
32X,32X_74,763,1,26100,3
32X,32X_74,4952,1,26100,3
32X,32X_74,1738,1,26100,3
32X,32X_74,846,1,26100,3
32X,32X_74,948,1,26100,3
32X,32X_74,675,1,26100,3
32X,32X_74,848,1,26100,3
32X,32X_74,3584,1,26100,3
32X,32X_74,3608,1,26100,3
32X,32X_74,588,1,27600,3
32X,32X_74,1738,1,27600,3
32X,32X_74,675,1,27600,3
32X,32X_74,3640,1,27600,3
32X,32X_74,3574,1,27600,3
32X,32X_74,3641,1,27600,3
32X,32X_74,3643,1,27600,3
32X,32X_74,3585,1,27600,3
32X,32X_74,3588,1,27600,3
32X,32X_74,3589,1,27600,3
32X,32X_74,3605,1,27600,3
32X,32X_74,3606,1,27600,3
32X,32X_74,3607,1,27600,3
32X,32X_74,3608,1,27600,3
32X,32X_74,3609,1,27600,3
32X,32X_74,4465,1,27600,3
32X,32X_74,944,1,27600,3
32X,32X_74,948,1,27600,3
32X,32X_74,949,1,27600,3
32X,32X_74,928,1,27600,3
32X,32X_74,590,1,27600,3
32X,32X_74,1729,1,27600,3
32X,32X_74,1731,1,27600,3
32X,32X_74,614,1,27600,3
32X,32X_74,621,1,27600,3
32X,32X_74,3583,1,27600,3
32X,32X_74,3584,1,27600,3
32X,32X_74,403,1,27600,3
32X,32X_74,760,1,27600,3
32X,32X_74,763,1,27600,3
32X,32X_74,6207,1,27600,3
32X,32X_74,333,1,27600,3
32X,32X_74,747,1,27600,3
32X,32X_74,842,1,27600,3
32X,32X_74,846,1,27600,3
32X,32X_74,848,1,27600,3
32X,32X_74,759,1,27600,3
32X,32X_74,761,1,27600,3
32X,32X_74,762,1,27600,3
32X,32X_74,947,1,27600,3
32X,32X_74,3598,1,27600,3
32X,32X_74,3642,1,27600,3
32X,32X_74,3587,1,27600,3
32X,32X_74,945,1,27600,3
32X,32X_76,4952,2,62100,3
32X,32X_76,770,2,62100,3
32X,32X_76,773,2,62100,3
32X,32X_76,906,2,62100,3
32X,32X_76,909,2,62100,3
32X,32X_76,790,2,62100,3
32X,32X_76,7576,2,62100,3
32X,32X_76,7585,2,62100,3
32X,32X_76,7587,2,62100,3
32X,32X_76,522,2,62100,3
32X,32X_76,7659,2,62100,3
32X,32X_76,1741,2,62100,3
32X,32X_76,1747,2,62100,3
32X,32X_76,1749,2,62100,3
32X,32X_76,546,2,62100,3
32X,32X_76,914,2,62100,3
32X,32X_76,940,2,62100,3
32X,32X_76,941,2,62100,3
32X,32X_76,942,2,62100,3
32X,32X_76,943,2,62100,3
32X,32X_76,3599,2,62100,3
32X,32X_76,3610,2,62100,3
32X,32X_76,3611,2,62100,3
32X,32X_76,6135,2,62100,3
32X,32X_76,3612,2,62100,3
32X,32X_76,3613,2,62100,3
32X,32X_76,3615,2,62100,3
32X,32X_76,3616,2,62100,3
32X,32X_76,3618,2,62100,3
32X,32X_76,3619,2,62100,3
32X,32X_76,6087,2,62100,3
32X,32X_76,3620,2,62100,3
32X,32X_76,3621,2,62100,3
32X,32X_76,3623,2,62100,3
32X,32X_76,4387,2,62100,3
32X,32X_76,3634,2,62100,3
32X,32X_76,544,2,62100,3
32X,32X_76,938,2,62100,3
32X,32X_76,786,2,62100,3
32X,32X_76,774,2,62100,3
32X,32X_76,768,2,62100,3
32X,32X_76,791,2,62100,3
32X,32X_76,496,2,62100,3
32X,32X_76,3622,2,62100,3
32X,32X_76,4952,2,60300,3
32X,32X_76,768,2,60300,3
32X,32X_76,773,2,60300,3
32X,32X_76,774,2,60300,3
32X,32X_76,906,2,60300,3
32X,32X_76,909,2,60300,3
32X,32X_76,786,2,60300,3
32X,32X_76,791,2,60300,3
32X,32X_76,790,2,60300,3
32X,32X_76,7576,2,60300,3
32X,32X_76,7585,2,60300,3
32X,32X_76,7587,2,60300,3
32X,32X_76,496,2,60300,3
32X,32X_76,522,2,60300,3
32X,32X_76,7659,2,60300,3
32X,32X_76,1741,2,60300,3
32X,32X_76,1749,2,60300,3
32X,32X_76,544,2,60300,3
32X,32X_76,546,2,60300,3
32X,32X_76,914,2,60300,3
32X,32X_76,938,2,60300,3
32X,32X_76,941,2,60300,3
32X,32X_76,942,2,60300,3
32X,32X_76,943,2,60300,3
32X,32X_76,3599,2,60300,3
32X,32X_76,3611,2,60300,3
32X,32X_76,6135,2,60300,3
32X,32X_76,3612,2,60300,3
32X,32X_76,3613,2,60300,3
32X,32X_76,3615,2,60300,3
32X,32X_76,3618,2,60300,3
32X,32X_76,3619,2,60300,3
32X,32X_76,3620,2,60300,3
32X,32X_76,3621,2,60300,3
32X,32X_76,3622,2,60300,3
32X,32X_76,3623,2,60300,3
32X,32X_76,4387,2,60300,3
32X,32X_76,3634,2,60300,3
32X,32X_76,6087,2,60300,3
32X,32X_76,770,2,60300,3
32X,32X_76,1747,2,60300,3
32X,32X_76,940,2,60300,3
32X,32X_76,3610,2,60300,3
32X,32X_76,3616,2,60300,3
32X,32X_74,3642,1,27600,4
32X,32X_74,3641,1,27600,4
32X,32X_74,3640,1,27600,4
32X,32X_74,3574,1,27600,4
32X,32X_74,3583,1,27600,4
32X,32X_74,3584,1,27600,4
32X,32X_74,3585,1,27600,4
32X,32X_74,3587,1,27600,4
32X,32X_74,3588,1,27600,4
32X,32X_74,3589,1,27600,4
32X,32X_74,3605,1,27600,4
32X,32X_74,3606,1,27600,4
32X,32X_74,3607,1,27600,4
32X,32X_74,3609,1,27600,4
32X,32X_74,4465,1,27600,4
32X,32X_74,944,1,27600,4
32X,32X_74,945,1,27600,4
32X,32X_74,947,1,27600,4
32X,32X_74,949,1,27600,4
32X,32X_74,928,1,27600,4
32X,32X_74,588,1,27600,4
32X,32X_74,590,1,27600,4
32X,32X_74,1738,1,27600,4
32X,32X_74,614,1,27600,4
32X,32X_74,675,1,27600,4
32X,32X_74,403,1,27600,4
32X,32X_74,6207,1,27600,4
32X,32X_74,747,1,27600,4
32X,32X_74,842,1,27600,4
32X,32X_74,846,1,27600,4
32X,32X_74,848,1,27600,4
32X,32X_74,760,1,27600,4
32X,32X_74,761,1,27600,4
32X,32X_74,762,1,27600,4
32X,32X_74,763,1,27600,4
32X,32X_74,4952,1,27600,4
32X,32X_74,3598,1,27600,4
32X,32X_74,948,1,27600,4
32X,32X_74,1729,1,27600,4
32X,32X_74,621,1,27600,4
32X,32X_74,759,1,27600,4
32X,32X_74,3643,1,27600,4
32X,32X_74,3608,1,27600,4
32X,32X_74,1731,1,27600,4
32X,32X_74,3640,1,26100,4
32X,32X_74,3574,1,26100,4
32X,32X_74,3641,1,26100,4
32X,32X_74,3642,1,26100,4
32X,32X_74,3583,1,26100,4
32X,32X_74,3584,1,26100,4
32X,32X_74,3585,1,26100,4
32X,32X_74,3587,1,26100,4
32X,32X_74,3605,1,26100,4
32X,32X_74,3606,1,26100,4
32X,32X_74,3607,1,26100,4
32X,32X_74,3598,1,26100,4
32X,32X_74,4465,1,26100,4
32X,32X_74,944,1,26100,4
32X,32X_74,947,1,26100,4
32X,32X_74,948,1,26100,4
32X,32X_74,949,1,26100,4
32X,32X_74,928,1,26100,4
32X,32X_74,590,1,26100,4
32X,32X_74,1729,1,26100,4
32X,32X_74,1738,1,26100,4
32X,32X_74,675,1,26100,4
32X,32X_74,621,1,26100,4
32X,32X_74,6207,1,26100,4
32X,32X_74,333,1,26100,4
32X,32X_74,403,1,26100,4
32X,32X_74,747,1,26100,4
32X,32X_74,842,1,26100,4
32X,32X_74,846,1,26100,4
32X,32X_74,848,1,26100,4
32X,32X_74,760,1,26100,4
32X,32X_74,761,1,26100,4
32X,32X_74,762,1,26100,4
32X,32X_74,763,1,26100,4
32X,32X_74,4952,1,26100,4
32X,32X_74,3643,1,26100,4
32X,32X_74,3588,1,26100,4
32X,32X_74,3608,1,26100,4
32X,32X_74,945,1,26100,4
32X,32X_74,588,1,26100,4
32X,32X_74,614,1,26100,4
32X,32X_74,759,1,26100,4
32X,32X_74,3589,1,26100,4
32X,32X_74,3609,1,26100,4
32X,32X_74,1731,1,26100,4
32X,32X_76,4952,2,60300,4
32X,32X_76,768,2,60300,4
32X,32X_76,770,2,60300,4
32X,32X_76,773,2,60300,4
32X,32X_76,909,2,60300,4
32X,32X_76,786,2,60300,4
32X,32X_76,791,2,60300,4
32X,32X_76,7576,2,60300,4
32X,32X_76,7585,2,60300,4
32X,32X_76,7587,2,60300,4
32X,32X_76,522,2,60300,4
32X,32X_76,7659,2,60300,4
32X,32X_76,1747,2,60300,4
32X,32X_76,1749,2,60300,4
32X,32X_76,544,2,60300,4
32X,32X_76,546,2,60300,4
32X,32X_76,914,2,60300,4
32X,32X_76,938,2,60300,4
32X,32X_76,940,2,60300,4
32X,32X_76,941,2,60300,4
32X,32X_76,942,2,60300,4
32X,32X_76,943,2,60300,4
32X,32X_76,3599,2,60300,4
32X,32X_76,3610,2,60300,4
32X,32X_76,3611,2,60300,4
32X,32X_76,6135,2,60300,4
32X,32X_76,3612,2,60300,4
32X,32X_76,3613,2,60300,4
32X,32X_76,3615,2,60300,4
32X,32X_76,3616,2,60300,4
32X,32X_76,3618,2,60300,4
32X,32X_76,6087,2,60300,4
32X,32X_76,3620,2,60300,4
32X,32X_76,3622,2,60300,4
32X,32X_76,4387,2,60300,4
32X,32X_76,3634,2,60300,4
32X,32X_76,3635,2,60300,4
32X,32X_76,3636,2,60300,4
32X,32X_76,4331,2,60300,4
32X,32X_76,4339,2,60300,4
32X,32X_76,5081,2,60300,4
32X,32X_76,774,2,60300,4
32X,32X_76,790,2,60300,4
32X,32X_76,1741,2,60300,4
32X,32X_76,3619,2,60300,4
32X,32X_76,3623,2,60300,4
32X,32X_76,905,2,60300,4
32X,32X_76,5082,2,60300,4
32X,32X_76,496,2,60300,4
32X,32X_76,906,2,60300,4
32X,32X_76,3621,2,60300,4
32X,32X_76,7616,2,60300,4
32X,32X_76,4952,2,62100,4
32X,32X_76,768,2,62100,4
32X,32X_76,770,2,62100,4
32X,32X_76,773,2,62100,4
32X,32X_76,906,2,62100,4
32X,32X_76,909,2,62100,4
32X,32X_76,786,2,62100,4
32X,32X_76,791,2,62100,4
32X,32X_76,790,2,62100,4
32X,32X_76,7576,2,62100,4
32X,32X_76,7585,2,62100,4
32X,32X_76,7587,2,62100,4
32X,32X_76,496,2,62100,4
32X,32X_76,522,2,62100,4
32X,32X_76,7659,2,62100,4
32X,32X_76,1741,2,62100,4
32X,32X_76,1747,2,62100,4
32X,32X_76,544,2,62100,4
32X,32X_76,546,2,62100,4
32X,32X_76,914,2,62100,4
32X,32X_76,938,2,62100,4
32X,32X_76,940,2,62100,4
32X,32X_76,942,2,62100,4
32X,32X_76,943,2,62100,4
32X,32X_76,3599,2,62100,4
32X,32X_76,3610,2,62100,4
32X,32X_76,6135,2,62100,4
32X,32X_76,3612,2,62100,4
32X,32X_76,3613,2,62100,4
32X,32X_76,3615,2,62100,4
32X,32X_76,3618,2,62100,4
32X,32X_76,3619,2,62100,4
32X,32X_76,6087,2,62100,4
32X,32X_76,3620,2,62100,4
32X,32X_76,3621,2,62100,4
32X,32X_76,3622,2,62100,4
32X,32X_76,3623,2,62100,4
32X,32X_76,4387,2,62100,4
32X,32X_76,3634,2,62100,4
32X,32X_76,1749,2,62100,4
32X,32X_76,941,2,62100,4
32X,32X_76,3611,2,62100,4
32X,32X_76,3616,2,62100,4
32X,32X_76,774,2,62100,4
32X,32X_74,3640,1,26100,0
32X,32X_74,3574,1,26100,0
32X,32X_74,3641,1,26100,0
32X,32X_74,3583,1,26100,0
32X,32X_74,3584,1,26100,0
32X,32X_74,3585,1,26100,0
32X,32X_74,3587,1,26100,0
32X,32X_74,3588,1,26100,0
32X,32X_74,3606,1,26100,0
32X,32X_74,3607,1,26100,0
32X,32X_74,3608,1,26100,0
32X,32X_74,4465,1,26100,0
32X,32X_74,944,1,26100,0
32X,32X_74,945,1,26100,0
32X,32X_74,948,1,26100,0
32X,32X_74,928,1,26100,0
32X,32X_74,590,1,26100,0
32X,32X_74,1729,1,26100,0
32X,32X_74,1731,1,26100,0
32X,32X_74,1738,1,26100,0
32X,32X_74,675,1,26100,0
32X,32X_74,621,1,26100,0
32X,32X_74,6207,1,26100,0
32X,32X_74,403,1,26100,0
32X,32X_74,842,1,26100,0
32X,32X_74,846,1,26100,0
32X,32X_74,848,1,26100,0
32X,32X_74,759,1,26100,0
32X,32X_74,761,1,26100,0
32X,32X_74,762,1,26100,0
32X,32X_74,763,1,26100,0
32X,32X_74,3642,1,26100,0
32X,32X_74,3589,1,26100,0
32X,32X_74,3609,1,26100,0
32X,32X_74,947,1,26100,0
32X,32X_74,588,1,26100,0
32X,32X_74,614,1,26100,0
32X,32X_74,747,1,26100,0
32X,32X_74,760,1,26100,0
32X,32X_74,3643,1,26100,0
32X,32X_74,3605,1,26100,0
32X,32X_74,3598,1,26100,0
32X,32X_74,949,1,26100,0
32X,32X_74,4952,1,26100,0
32X,32X_74,3574,1,27600,0
32X,32X_74,3641,1,27600,0
32X,32X_74,3642,1,27600,0
32X,32X_74,3643,1,27600,0
32X,32X_74,3584,1,27600,0
32X,32X_74,3585,1,27600,0
32X,32X_74,3587,1,27600,0
32X,32X_74,3588,1,27600,0
32X,32X_74,3589,1,27600,0
32X,32X_74,3605,1,27600,0
32X,32X_74,3606,1,27600,0
32X,32X_74,3607,1,27600,0
32X,32X_74,3608,1,27600,0
32X,32X_74,3609,1,27600,0
32X,32X_74,3598,1,27600,0
32X,32X_74,4465,1,27600,0
32X,32X_74,944,1,27600,0
32X,32X_74,945,1,27600,0
32X,32X_74,947,1,27600,0
32X,32X_74,948,1,27600,0
32X,32X_74,949,1,27600,0
32X,32X_74,928,1,27600,0
32X,32X_74,588,1,27600,0
32X,32X_74,590,1,27600,0
32X,32X_74,1729,1,27600,0
32X,32X_74,1738,1,27600,0
32X,32X_74,614,1,27600,0
32X,32X_74,675,1,27600,0
32X,32X_74,621,1,27600,0
32X,32X_74,6207,1,27600,0
32X,32X_74,403,1,27600,0
32X,32X_74,747,1,27600,0
32X,32X_74,842,1,27600,0
32X,32X_74,846,1,27600,0
32X,32X_74,759,1,27600,0
32X,32X_74,760,1,27600,0
32X,32X_74,761,1,27600,0
32X,32X_74,762,1,27600,0
32X,32X_74,763,1,27600,0
32X,32X_74,4952,1,27600,0
32X,32X_74,3640,1,27600,0
32X,32X_74,3583,1,27600,0
32X,32X_74,1731,1,27600,0
32X,32X_74,848,1,27600,0
